"REF_DATE","GEO","DGUID","Sales taxes","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Quebec","2016A000224","Excluding sales taxes","Other services related to the operation of transport equipment","Dollars","81","millions","6","v99923356","6.1.50","382.2","","","","1"
"2017","Quebec","2016A000224","Excluding sales taxes","Other services related to the operation of transport equipment","Dollars","81","millions","6","v99923356","6.1.50","398.9","","","","1"
"2018","Quebec","2016A000224","Excluding sales taxes","Other services related to the operation of transport equipment","Dollars","81","millions","6","v99923356","6.1.50","413.5","","","","1"
"2019","Quebec","2016A000224","Excluding sales taxes","Other services related to the operation of transport equipment","Dollars","81","millions","6","v99923356","6.1.50","437.9","","","","1"
"2020","Quebec","2016A000224","Excluding sales taxes","Other services related to the operation of transport equipment","Dollars","81","millions","6","v99923356","6.1.50","409.1","","","","1"
"2021","Quebec","2016A000224","Excluding sales taxes","Other services related to the operation of transport equipment","Dollars","81","millions","6","v99923356","6.1.50","459.4","","","","1"
"2022","Quebec","2016A000224","Excluding sales taxes","Other services related to the operation of transport equipment","Dollars","81","millions","6","v99923356","6.1.50","476.7","","","","1"
"2007","Quebec","2016A000224","Excluding sales taxes","Urban transit and interurban bus","Dollars","81","millions","6","v99923357","6.1.51","861.0","","","","1"
"2008","Quebec","2016A000224","Excluding sales taxes","Urban transit and interurban bus","Dollars","81","millions","6","v99923357","6.1.51","928.1","","","","1"
"2009","Quebec","2016A000224","Excluding sales taxes","Urban transit and interurban bus","Dollars","81","millions","6","v99923357","6.1.51","989.5","","","","1"
"2010","Quebec","2016A000224","Excluding sales taxes","Urban transit and interurban bus","Dollars","81","millions","6","v99923357","6.1.51","1077.1","","","","1"
"2011","Quebec","2016A000224","Excluding sales taxes","Urban transit and interurban bus","Dollars","81","millions","6","v99923357","6.1.51","1095.7","","","","1"
"2012","Quebec","2016A000224","Excluding sales taxes","Urban transit and interurban bus","Dollars","81","millions","6","v99923357","6.1.51","1147.2","","","","1"
"2013","Quebec","2016A000224","Excluding sales taxes","Urban transit and interurban bus","Dollars","81","millions","6","v99923357","6.1.51","1197.6","","","","1"
"2014","Quebec","2016A000224","Excluding sales taxes","Urban transit and interurban bus","Dollars","81","millions","6","v99923357","6.1.51","1237.3","","","","1"
"2015","Quebec","2016A000224","Excluding sales taxes","Urban transit and interurban bus","Dollars","81","millions","6","v99923357","6.1.51","1260.0","","","","1"
"2016","Quebec","2016A000224","Excluding sales taxes","Urban transit and interurban bus","Dollars","81","millions","6","v99923357","6.1.51","1294.4","","","","1"
"2017","Quebec","2016A000224","Excluding sales taxes","Urban transit and interurban bus","Dollars","81","millions","6","v99923357","6.1.51","1321.7","","","","1"
"2018","Quebec","2016A000224","Excluding sales taxes","Urban transit and interurban bus","Dollars","81","millions","6","v99923357","6.1.51","1347.3","","","","1"
"2019","Quebec","2016A000224","Excluding sales taxes","Urban transit and interurban bus","Dollars","81","millions","6","v99923357","6.1.51","1357.6","","","","1"
"2020","Quebec","2016A000224","Excluding sales taxes","Urban transit and interurban bus","Dollars","81","millions","6","v99923357","6.1.51","684.6","","","","1"
"2021","Quebec","2016A000224","Excluding sales taxes","Urban transit and interurban bus","Dollars","81","millions","6","v99923357","6.1.51","701.0","","","","1"
"2022","Quebec","2016A000224","Excluding sales taxes","Urban transit and interurban bus","Dollars","81","millions","6","v99923357","6.1.51","1032.7","","","","1"
"2007","Quebec","2016A000224","Excluding sales taxes","Taxi and limousine","Dollars","81","millions","6","v99923358","6.1.52","171.0","","","","1"
"2008","Quebec","2016A000224","Excluding sales taxes","Taxi and limousine","Dollars","81","millions","6","v99923358","6.1.52","178.8","","","","1"
"2009","Quebec","2016A000224","Excluding sales taxes","Taxi and limousine","Dollars","81","millions","6","v99923358","6.1.52","179.6","","","","1"
"2010","Quebec","2016A000224","Excluding sales taxes","Taxi and limousine","Dollars","81","millions","6","v99923358","6.1.52","184.0","","","","1"
"2011","Quebec","2016A000224","Excluding sales taxes","Taxi and limousine","Dollars","81","millions","6","v99923358","6.1.52","187.9","","","","1"
"2012","Quebec","2016A000224","Excluding sales taxes","Taxi and limousine","Dollars","81","millions","6","v99923358","6.1.52","194.1","","","","1"
"2013","Quebec","2016A000224","Excluding sales taxes","Taxi and limousine","Dollars","81","millions","6","v99923358","6.1.52","200.8","","","","1"
"2014","Quebec","2016A000224","Excluding sales taxes","Taxi and limousine","Dollars","81","millions","6","v99923358","6.1.52","206.9","","","","1"
"2015","Quebec","2016A000224","Excluding sales taxes","Taxi and limousine","Dollars","81","millions","6","v99923358","6.1.52","210.4","","","","1"
"2016","Quebec","2016A000224","Excluding sales taxes","Taxi and limousine","Dollars","81","millions","6","v99923358","6.1.52","213.0","","","","1"
"2017","Quebec","2016A000224","Excluding sales taxes","Taxi and limousine","Dollars","81","millions","6","v99923358","6.1.52","224.6","","","","1"
"2018","Quebec","2016A000224","Excluding sales taxes","Taxi and limousine","Dollars","81","millions","6","v99923358","6.1.52","237.9","","","","1"
"2019","Quebec","2016A000224","Excluding sales taxes","Taxi and limousine","Dollars","81","millions","6","v99923358","6.1.52","262.8","","","","1"
"2020","Quebec","2016A000224","Excluding sales taxes","Taxi and limousine","Dollars","81","millions","6","v99923358","6.1.52","211.5","","","","1"
"2021","Quebec","2016A000224","Excluding sales taxes","Taxi and limousine","Dollars","81","millions","6","v99923358","6.1.52","245.6","","","","1"
"2022","Quebec","2016A000224","Excluding sales taxes","Taxi and limousine","Dollars","81","millions","6","v99923358","6.1.52","286.4","","","","1"
"2007","Quebec","2016A000224","Excluding sales taxes","Air transport","Dollars","81","millions","6","v99923359","6.1.53","1269.6","","","","1"
"2008","Quebec","2016A000224","Excluding sales taxes","Air transport","Dollars","81","millions","6","v99923359","6.1.53","1364.6","","","","1"
"2009","Quebec","2016A000224","Excluding sales taxes","Air transport","Dollars","81","millions","6","v99923359","6.1.53","1242.6","","","","1"
"2010","Quebec","2016A000224","Excluding sales taxes","Air transport","Dollars","81","millions","6","v99923359","6.1.53","1403.5","","","","1"
"2011","Quebec","2016A000224","Excluding sales taxes","Air transport","Dollars","81","millions","6","v99923359","6.1.53","1598.9","","","","1"
"2012","Quebec","2016A000224","Excluding sales taxes","Air transport","Dollars","81","millions","6","v99923359","6.1.53","1659.6","","","","1"
"2013","Quebec","2016A000224","Excluding sales taxes","Air transport","Dollars","81","millions","6","v99923359","6.1.53","1705.7","","","","1"
"2014","Quebec","2016A000224","Excluding sales taxes","Air transport","Dollars","81","millions","6","v99923359","6.1.53","1822.3","","","","1"
"2015","Quebec","2016A000224","Excluding sales taxes","Air transport","Dollars","81","millions","6","v99923359","6.1.53","1901.6","","","","1"
"2016","Quebec","2016A000224","Excluding sales taxes","Air transport","Dollars","81","millions","6","v99923359","6.1.53","1980.5","","","","1"
"2017","Quebec","2016A000224","Excluding sales taxes","Air transport","Dollars","81","millions","6","v99923359","6.1.53","2193.8","","","","1"
"2018","Quebec","2016A000224","Excluding sales taxes","Air transport","Dollars","81","millions","6","v99923359","6.1.53","2441.1","","","","1"
"2019","Quebec","2016A000224","Excluding sales taxes","Air transport","Dollars","81","millions","6","v99923359","6.1.53","2695.0","","","","1"
"2020","Quebec","2016A000224","Excluding sales taxes","Air transport","Dollars","81","millions","6","v99923359","6.1.53","876.7","","","","1"
"2021","Quebec","2016A000224","Excluding sales taxes","Air transport","Dollars","81","millions","6","v99923359","6.1.53","744.5","","","","1"
"2022","Quebec","2016A000224","Excluding sales taxes","Air transport","Dollars","81","millions","6","v99923359","6.1.53","2422.2","","","","1"
"2007","Quebec","2016A000224","Excluding sales taxes","Railway and water transport","Dollars","81","millions","6","v99923360","6.1.54","94.2","","","","1"
"2008","Quebec","2016A000224","Excluding sales taxes","Railway and water transport","Dollars","81","millions","6","v99923360","6.1.54","98.5","","","","1"
"2009","Quebec","2016A000224","Excluding sales taxes","Railway and water transport","Dollars","81","millions","6","v99923360","6.1.54","96.8","","","","1"
"2010","Quebec","2016A000224","Excluding sales taxes","Railway and water transport","Dollars","81","millions","6","v99923360","6.1.54","97.4","","","","1"
"2011","Quebec","2016A000224","Excluding sales taxes","Railway and water transport","Dollars","81","millions","6","v99923360","6.1.54","101.5","","","","1"
"2012","Quebec","2016A000224","Excluding sales taxes","Railway and water transport","Dollars","81","millions","6","v99923360","6.1.54","99.9","","","","1"
"2013","Quebec","2016A000224","Excluding sales taxes","Railway and water transport","Dollars","81","millions","6","v99923360","6.1.54","100.3","","","","1"
"2014","Quebec","2016A000224","Excluding sales taxes","Railway and water transport","Dollars","81","millions","6","v99923360","6.1.54","101.2","","","","1"
"2015","Quebec","2016A000224","Excluding sales taxes","Railway and water transport","Dollars","81","millions","6","v99923360","6.1.54","105.3","","","","1"
"2016","Quebec","2016A000224","Excluding sales taxes","Railway and water transport","Dollars","81","millions","6","v99923360","6.1.54","111.3","","","","1"
"2017","Quebec","2016A000224","Excluding sales taxes","Railway and water transport","Dollars","81","millions","6","v99923360","6.1.54","119.9","","","","1"
"2018","Quebec","2016A000224","Excluding sales taxes","Railway and water transport","Dollars","81","millions","6","v99923360","6.1.54","128.3","","","","1"
"2019","Quebec","2016A000224","Excluding sales taxes","Railway and water transport","Dollars","81","millions","6","v99923360","6.1.54","156.3","","","","1"
"2020","Quebec","2016A000224","Excluding sales taxes","Railway and water transport","Dollars","81","millions","6","v99923360","6.1.54","70.6","","","","1"
"2021","Quebec","2016A000224","Excluding sales taxes","Railway and water transport","Dollars","81","millions","6","v99923360","6.1.54","88.2","","","","1"
"2022","Quebec","2016A000224","Excluding sales taxes","Railway and water transport","Dollars","81","millions","6","v99923360","6.1.54","147.6","","","","1"
"2007","Quebec","2016A000224","Excluding sales taxes","Other transport services","Dollars","81","millions","6","v99923361","6.1.55","388.0","","","","1"
"2008","Quebec","2016A000224","Excluding sales taxes","Other transport services","Dollars","81","millions","6","v99923361","6.1.55","404.8","","","","1"
"2009","Quebec","2016A000224","Excluding sales taxes","Other transport services","Dollars","81","millions","6","v99923361","6.1.55","422.4","","","","1"
"2010","Quebec","2016A000224","Excluding sales taxes","Other transport services","Dollars","81","millions","6","v99923361","6.1.55","440.0","","","","1"
"2011","Quebec","2016A000224","Excluding sales taxes","Other transport services","Dollars","81","millions","6","v99923361","6.1.55","459.0","","","","1"
"2012","Quebec","2016A000224","Excluding sales taxes","Other transport services","Dollars","81","millions","6","v99923361","6.1.55","477.1","","","","1"
"2013","Quebec","2016A000224","Excluding sales taxes","Other transport services","Dollars","81","millions","6","v99923361","6.1.55","494.0","","","","1"
"2014","Quebec","2016A000224","Excluding sales taxes","Other transport services","Dollars","81","millions","6","v99923361","6.1.55","501.8","","","","1"
"2015","Quebec","2016A000224","Excluding sales taxes","Other transport services","Dollars","81","millions","6","v99923361","6.1.55","522.0","","","","1"
"2016","Quebec","2016A000224","Excluding sales taxes","Other transport services","Dollars","81","millions","6","v99923361","6.1.55","536.9","","","","1"
"2017","Quebec","2016A000224","Excluding sales taxes","Other transport services","Dollars","81","millions","6","v99923361","6.1.55","558.2","","","","1"
"2018","Quebec","2016A000224","Excluding sales taxes","Other transport services","Dollars","81","millions","6","v99923361","6.1.55","589.8","","","","1"
"2019","Quebec","2016A000224","Excluding sales taxes","Other transport services","Dollars","81","millions","6","v99923361","6.1.55","604.4","","","","1"
"2020","Quebec","2016A000224","Excluding sales taxes","Other transport services","Dollars","81","millions","6","v99923361","6.1.55","466.2","","","","1"
"2021","Quebec","2016A000224","Excluding sales taxes","Other transport services","Dollars","81","millions","6","v99923361","6.1.55","437.8","","","","1"
"2022","Quebec","2016A000224","Excluding sales taxes","Other transport services","Dollars","81","millions","6","v99923361","6.1.55","433.9","","","","1"
"2007","Quebec","2016A000224","Excluding sales taxes","Communications","Dollars","81","millions","6","v99923362","6.1.56","3518.1","","","","1"
"2008","Quebec","2016A000224","Excluding sales taxes","Communications","Dollars","81","millions","6","v99923362","6.1.56","3687.5","","","","1"
"2009","Quebec","2016A000224","Excluding sales taxes","Communications","Dollars","81","millions","6","v99923362","6.1.56","3927.1","","","","1"
"2010","Quebec","2016A000224","Excluding sales taxes","Communications","Dollars","81","millions","6","v99923362","6.1.56","4151.8","","","","1"
"2011","Quebec","2016A000224","Excluding sales taxes","Communications","Dollars","81","millions","6","v99923362","6.1.56","4187.1","","","","1"
"2012","Quebec","2016A000224","Excluding sales taxes","Communications","Dollars","81","millions","6","v99923362","6.1.56","4360.0","","","","1"
"2013","Quebec","2016A000224","Excluding sales taxes","Communications","Dollars","81","millions","6","v99923362","6.1.56","4557.1","","","","1"
"2014","Quebec","2016A000224","Excluding sales taxes","Communications","Dollars","81","millions","6","v99923362","6.1.56","4777.1","","","","1"
"2015","Quebec","2016A000224","Excluding sales taxes","Communications","Dollars","81","millions","6","v99923362","6.1.56","4906.0","","","","1"
"2016","Quebec","2016A000224","Excluding sales taxes","Communications","Dollars","81","millions","6","v99923362","6.1.56","5173.3","","","","1"
"2017","Quebec","2016A000224","Excluding sales taxes","Communications","Dollars","81","millions","6","v99923362","6.1.56","5596.2","","","","1"
"2018","Quebec","2016A000224","Excluding sales taxes","Communications","Dollars","81","millions","6","v99923362","6.1.56","5883.1","","","","1"
"2019","Quebec","2016A000224","Excluding sales taxes","Communications","Dollars","81","millions","6","v99923362","6.1.56","6072.3","","","","1"
"2020","Quebec","2016A000224","Excluding sales taxes","Communications","Dollars","81","millions","6","v99923362","6.1.56","6206.1","","","","1"
"2021","Quebec","2016A000224","Excluding sales taxes","Communications","Dollars","81","millions","6","v99923362","6.1.56","6485.7","","","","1"
"2022","Quebec","2016A000224","Excluding sales taxes","Communications","Dollars","81","millions","6","v99923362","6.1.56","6806.8","","","","1"
"2007","Quebec","2016A000224","Excluding sales taxes","Postal services","Dollars","81","millions","6","v99923363","6.1.57","168.8","","","","1"
"2008","Quebec","2016A000224","Excluding sales taxes","Postal services","Dollars","81","millions","6","v99923363","6.1.57","176.4","","","","1"
"2009","Quebec","2016A000224","Excluding sales taxes","Postal services","Dollars","81","millions","6","v99923363","6.1.57","180.4","","","","1"
"2010","Quebec","2016A000224","Excluding sales taxes","Postal services","Dollars","81","millions","6","v99923363","6.1.57","186.1","","","","1"
"2011","Quebec","2016A000224","Excluding sales taxes","Postal services","Dollars","81","millions","6","v99923363","6.1.57","194.9","","","","1"
"2012","Quebec","2016A000224","Excluding sales taxes","Postal services","Dollars","81","millions","6","v99923363","6.1.57","202.6","","","","1"
"2013","Quebec","2016A000224","Excluding sales taxes","Postal services","Dollars","81","millions","6","v99923363","6.1.57","209.8","","","","1"
"2014","Quebec","2016A000224","Excluding sales taxes","Postal services","Dollars","81","millions","6","v99923363","6.1.57","258.4","","","","1"
"2015","Quebec","2016A000224","Excluding sales taxes","Postal services","Dollars","81","millions","6","v99923363","6.1.57","272.7","","","","1"
"2016","Quebec","2016A000224","Excluding sales taxes","Postal services","Dollars","81","millions","6","v99923363","6.1.57","269.7","","","","1"
"2017","Quebec","2016A000224","Excluding sales taxes","Postal services","Dollars","81","millions","6","v99923363","6.1.57","270.0","","","","1"
"2018","Quebec","2016A000224","Excluding sales taxes","Postal services","Dollars","81","millions","6","v99923363","6.1.57","274.7","","","","1"
"2019","Quebec","2016A000224","Excluding sales taxes","Postal services","Dollars","81","millions","6","v99923363","6.1.57","289.1","","","","1"
"2020","Quebec","2016A000224","Excluding sales taxes","Postal services","Dollars","81","millions","6","v99923363","6.1.57","308.7","","","","1"
"2021","Quebec","2016A000224","Excluding sales taxes","Postal services","Dollars","81","millions","6","v99923363","6.1.57","323.1","","","","1"
"2022","Quebec","2016A000224","Excluding sales taxes","Postal services","Dollars","81","millions","6","v99923363","6.1.57","316.0","","","","1"
"2007","Quebec","2016A000224","Excluding sales taxes","Telecommunication equipment","Dollars","81","millions","6","v99923364","6.1.58","113.0","","","","1"
"2008","Quebec","2016A000224","Excluding sales taxes","Telecommunication equipment","Dollars","81","millions","6","v99923364","6.1.58","123.0","","","","1"
"2009","Quebec","2016A000224","Excluding sales taxes","Telecommunication equipment","Dollars","81","millions","6","v99923364","6.1.58","128.8","","","","1"
"2010","Quebec","2016A000224","Excluding sales taxes","Telecommunication equipment","Dollars","81","millions","6","v99923364","6.1.58","135.7","","","","1"
"2011","Quebec","2016A000224","Excluding sales taxes","Telecommunication equipment","Dollars","81","millions","6","v99923364","6.1.58","143.6","","","","1"
"2012","Quebec","2016A000224","Excluding sales taxes","Telecommunication equipment","Dollars","81","millions","6","v99923364","6.1.58","151.4","","","","1"
"2013","Quebec","2016A000224","Excluding sales taxes","Telecommunication equipment","Dollars","81","millions","6","v99923364","6.1.58","159.6","","","","1"
"2014","Quebec","2016A000224","Excluding sales taxes","Telecommunication equipment","Dollars","81","millions","6","v99923364","6.1.58","164.9","","","","1"
"2015","Quebec","2016A000224","Excluding sales taxes","Telecommunication equipment","Dollars","81","millions","6","v99923364","6.1.58","180.8","","","","1"
"2016","Quebec","2016A000224","Excluding sales taxes","Telecommunication equipment","Dollars","81","millions","6","v99923364","6.1.58","197.3","","","","1"
"2017","Quebec","2016A000224","Excluding sales taxes","Telecommunication equipment","Dollars","81","millions","6","v99923364","6.1.58","219.5","","","","1"
"2018","Quebec","2016A000224","Excluding sales taxes","Telecommunication equipment","Dollars","81","millions","6","v99923364","6.1.58","218.4","","","","1"
"2019","Quebec","2016A000224","Excluding sales taxes","Telecommunication equipment","Dollars","81","millions","6","v99923364","6.1.58","219.6","","","","1"
"2020","Quebec","2016A000224","Excluding sales taxes","Telecommunication equipment","Dollars","81","millions","6","v99923364","6.1.58","211.6","","","","1"
"2021","Quebec","2016A000224","Excluding sales taxes","Telecommunication equipment","Dollars","81","millions","6","v99923364","6.1.58","223.6","","","","1"
"2022","Quebec","2016A000224","Excluding sales taxes","Telecommunication equipment","Dollars","81","millions","6","v99923364","6.1.58","271.1","","","","1"
"2007","Quebec","2016A000224","Excluding sales taxes","Telecommunication services","Dollars","81","millions","6","v99923365","6.1.59","3236.3","","","","1"
"2008","Quebec","2016A000224","Excluding sales taxes","Telecommunication services","Dollars","81","millions","6","v99923365","6.1.59","3388.1","","","","1"
"2009","Quebec","2016A000224","Excluding sales taxes","Telecommunication services","Dollars","81","millions","6","v99923365","6.1.59","3617.9","","","","1"
"2010","Quebec","2016A000224","Excluding sales taxes","Telecommunication services","Dollars","81","millions","6","v99923365","6.1.59","3829.9","","","","1"
"2011","Quebec","2016A000224","Excluding sales taxes","Telecommunication services","Dollars","81","millions","6","v99923365","6.1.59","3848.7","","","","1"
"2012","Quebec","2016A000224","Excluding sales taxes","Telecommunication services","Dollars","81","millions","6","v99923365","6.1.59","4006.0","","","","1"
"2013","Quebec","2016A000224","Excluding sales taxes","Telecommunication services","Dollars","81","millions","6","v99923365","6.1.59","4187.7","","","","1"
"2014","Quebec","2016A000224","Excluding sales taxes","Telecommunication services","Dollars","81","millions","6","v99923365","6.1.59","4353.9","","","","1"
"2015","Quebec","2016A000224","Excluding sales taxes","Telecommunication services","Dollars","81","millions","6","v99923365","6.1.59","4452.5","","","","1"
"2016","Quebec","2016A000224","Excluding sales taxes","Telecommunication services","Dollars","81","millions","6","v99923365","6.1.59","4706.3","","","","1"
"2017","Quebec","2016A000224","Excluding sales taxes","Telecommunication services","Dollars","81","millions","6","v99923365","6.1.59","5106.6","","","","1"
"2018","Quebec","2016A000224","Excluding sales taxes","Telecommunication services","Dollars","81","millions","6","v99923365","6.1.59","5389.9","","","","1"
"2019","Quebec","2016A000224","Excluding sales taxes","Telecommunication services","Dollars","81","millions","6","v99923365","6.1.59","5563.6","","","","1"
"2020","Quebec","2016A000224","Excluding sales taxes","Telecommunication services","Dollars","81","millions","6","v99923365","6.1.59","5685.7","","","","1"
"2021","Quebec","2016A000224","Excluding sales taxes","Telecommunication services","Dollars","81","millions","6","v99923365","6.1.59","5939.0","","","","1"
"2022","Quebec","2016A000224","Excluding sales taxes","Telecommunication services","Dollars","81","millions","6","v99923365","6.1.59","6219.7","","","","1"
"2007","Quebec","2016A000224","Excluding sales taxes","Recreation and culture","Dollars","81","millions","6","v99923366","6.1.60","14171.9","","","","1"
"2008","Quebec","2016A000224","Excluding sales taxes","Recreation and culture","Dollars","81","millions","6","v99923366","6.1.60","14691.5","","","","1"
"2009","Quebec","2016A000224","Excluding sales taxes","Recreation and culture","Dollars","81","millions","6","v99923366","6.1.60","14834.9","","","","1"
"2010","Quebec","2016A000224","Excluding sales taxes","Recreation and culture","Dollars","81","millions","6","v99923366","6.1.60","15126.6","","","","1"
"2011","Quebec","2016A000224","Excluding sales taxes","Recreation and culture","Dollars","81","millions","6","v99923366","6.1.60","15036.9","","","","1"
"2012","Quebec","2016A000224","Excluding sales taxes","Recreation and culture","Dollars","81","millions","6","v99923366","6.1.60","14922.5","","","","1"
"2013","Quebec","2016A000224","Excluding sales taxes","Recreation and culture","Dollars","81","millions","6","v99923366","6.1.60","15133.2","","","","1"
"2014","Quebec","2016A000224","Excluding sales taxes","Recreation and culture","Dollars","81","millions","6","v99923366","6.1.60","15087.6","","","","1"
"2015","Quebec","2016A000224","Excluding sales taxes","Recreation and culture","Dollars","81","millions","6","v99923366","6.1.60","15296.5","","","","1"
"2016","Quebec","2016A000224","Excluding sales taxes","Recreation and culture","Dollars","81","millions","6","v99923366","6.1.60","15577.2","","","","1"
"2017","Quebec","2016A000224","Excluding sales taxes","Recreation and culture","Dollars","81","millions","6","v99923366","6.1.60","16158.3","","","","1"
"2018","Quebec","2016A000224","Excluding sales taxes","Recreation and culture","Dollars","81","millions","6","v99923366","6.1.60","16886.8","","","","1"
"2019","Quebec","2016A000224","Excluding sales taxes","Recreation and culture","Dollars","81","millions","6","v99923366","6.1.60","17229.1","","","","1"
"2020","Quebec","2016A000224","Excluding sales taxes","Recreation and culture","Dollars","81","millions","6","v99923366","6.1.60","15547.3","","","","1"
"2021","Quebec","2016A000224","Excluding sales taxes","Recreation and culture","Dollars","81","millions","6","v99923366","6.1.60","17551.2","","","","1"
"2022","Quebec","2016A000224","Excluding sales taxes","Recreation and culture","Dollars","81","millions","6","v99923366","6.1.60","19429.0","","","","1"
"2007","Quebec","2016A000224","Excluding sales taxes","Audio-visual and photographic equipment","Dollars","81","millions","6","v99923367","6.1.61","1721.6","","","","1"
"2008","Quebec","2016A000224","Excluding sales taxes","Audio-visual and photographic equipment","Dollars","81","millions","6","v99923367","6.1.61","1782.9","","","","1"
"2009","Quebec","2016A000224","Excluding sales taxes","Audio-visual and photographic equipment","Dollars","81","millions","6","v99923367","6.1.61","1664.8","","","","1"
"2010","Quebec","2016A000224","Excluding sales taxes","Audio-visual and photographic equipment","Dollars","81","millions","6","v99923367","6.1.61","1735.8","","","","1"
"2011","Quebec","2016A000224","Excluding sales taxes","Audio-visual and photographic equipment","Dollars","81","millions","6","v99923367","6.1.61","1542.8","","","","1"
"2012","Quebec","2016A000224","Excluding sales taxes","Audio-visual and photographic equipment","Dollars","81","millions","6","v99923367","6.1.61","1285.7","","","","1"
"2013","Quebec","2016A000224","Excluding sales taxes","Audio-visual and photographic equipment","Dollars","81","millions","6","v99923367","6.1.61","1216.4","","","","1"
"2014","Quebec","2016A000224","Excluding sales taxes","Audio-visual and photographic equipment","Dollars","81","millions","6","v99923367","6.1.61","1153.5","","","","1"
"2015","Quebec","2016A000224","Excluding sales taxes","Audio-visual and photographic equipment","Dollars","81","millions","6","v99923367","6.1.61","1100.2","","","","1"
"2016","Quebec","2016A000224","Excluding sales taxes","Audio-visual and photographic equipment","Dollars","81","millions","6","v99923367","6.1.61","1203.3","","","","1"
"2017","Quebec","2016A000224","Excluding sales taxes","Audio-visual and photographic equipment","Dollars","81","millions","6","v99923367","6.1.61","1240.3","","","","1"
"2018","Quebec","2016A000224","Excluding sales taxes","Audio-visual and photographic equipment","Dollars","81","millions","6","v99923367","6.1.61","1305.3","","","","1"
"2019","Quebec","2016A000224","Excluding sales taxes","Audio-visual and photographic equipment","Dollars","81","millions","6","v99923367","6.1.61","1288.8","","","","1"
"2020","Quebec","2016A000224","Excluding sales taxes","Audio-visual and photographic equipment","Dollars","81","millions","6","v99923367","6.1.61","1319.8","","","","1"
"2021","Quebec","2016A000224","Excluding sales taxes","Audio-visual and photographic equipment","Dollars","81","millions","6","v99923367","6.1.61","1423.9","","","","1"
"2022","Quebec","2016A000224","Excluding sales taxes","Audio-visual and photographic equipment","Dollars","81","millions","6","v99923367","6.1.61","1377.2","","","","1"
"2007","Quebec","2016A000224","Excluding sales taxes","Information processing equipment","Dollars","81","millions","6","v99923368","6.1.62","550.8","","","","1"
"2008","Quebec","2016A000224","Excluding sales taxes","Information processing equipment","Dollars","81","millions","6","v99923368","6.1.62","592.2","","","","1"
"2009","Quebec","2016A000224","Excluding sales taxes","Information processing equipment","Dollars","81","millions","6","v99923368","6.1.62","585.9","","","","1"
"2010","Quebec","2016A000224","Excluding sales taxes","Information processing equipment","Dollars","81","millions","6","v99923368","6.1.62","646.1","","","","1"
"2011","Quebec","2016A000224","Excluding sales taxes","Information processing equipment","Dollars","81","millions","6","v99923368","6.1.62","742.1","","","","1"
"2012","Quebec","2016A000224","Excluding sales taxes","Information processing equipment","Dollars","81","millions","6","v99923368","6.1.62","746.9","","","","1"
"2013","Quebec","2016A000224","Excluding sales taxes","Information processing equipment","Dollars","81","millions","6","v99923368","6.1.62","757.1","","","","1"
"2014","Quebec","2016A000224","Excluding sales taxes","Information processing equipment","Dollars","81","millions","6","v99923368","6.1.62","721.8","","","","1"
"2015","Quebec","2016A000224","Excluding sales taxes","Information processing equipment","Dollars","81","millions","6","v99923368","6.1.62","699.8","","","","1"
"2016","Quebec","2016A000224","Excluding sales taxes","Information processing equipment","Dollars","81","millions","6","v99923368","6.1.62","690.6","","","","1"
"2017","Quebec","2016A000224","Excluding sales taxes","Information processing equipment","Dollars","81","millions","6","v99923368","6.1.62","779.9","","","","1"
"2018","Quebec","2016A000224","Excluding sales taxes","Information processing equipment","Dollars","81","millions","6","v99923368","6.1.62","812.8","","","","1"
"2019","Quebec","2016A000224","Excluding sales taxes","Information processing equipment","Dollars","81","millions","6","v99923368","6.1.62","783.8","","","","1"
"2020","Quebec","2016A000224","Excluding sales taxes","Information processing equipment","Dollars","81","millions","6","v99923368","6.1.62","844.4","","","","1"
"2021","Quebec","2016A000224","Excluding sales taxes","Information processing equipment","Dollars","81","millions","6","v99923368","6.1.62","940.6","","","","1"
"2022","Quebec","2016A000224","Excluding sales taxes","Information processing equipment","Dollars","81","millions","6","v99923368","6.1.62","980.2","","","","1"
"2007","Quebec","2016A000224","Excluding sales taxes","Recording media","Dollars","81","millions","6","v99923369","6.1.63","579.2","","","","1"
"2008","Quebec","2016A000224","Excluding sales taxes","Recording media","Dollars","81","millions","6","v99923369","6.1.63","617.2","","","","1"
"2009","Quebec","2016A000224","Excluding sales taxes","Recording media","Dollars","81","millions","6","v99923369","6.1.63","582.7","","","","1"
"2010","Quebec","2016A000224","Excluding sales taxes","Recording media","Dollars","81","millions","6","v99923369","6.1.63","564.2","","","","1"
"2011","Quebec","2016A000224","Excluding sales taxes","Recording media","Dollars","81","millions","6","v99923369","6.1.63","526.7","","","","1"
"2012","Quebec","2016A000224","Excluding sales taxes","Recording media","Dollars","81","millions","6","v99923369","6.1.63","483.9","","","","1"
"2013","Quebec","2016A000224","Excluding sales taxes","Recording media","Dollars","81","millions","6","v99923369","6.1.63","491.0","","","","1"
"2014","Quebec","2016A000224","Excluding sales taxes","Recording media","Dollars","81","millions","6","v99923369","6.1.63","477.2","","","","1"
"2015","Quebec","2016A000224","Excluding sales taxes","Recording media","Dollars","81","millions","6","v99923369","6.1.63","473.5","","","","1"
